obs,wave,ageDiff,int_corr,imprace,samerace,match,dec,dec_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,goal,exphappy,expnum,attr,sinc,intel,fun,amb,shar,like,prob,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,you_call,them_cal,numdat_3
7862,21,1,0,4,1,0,0,0,25,15,20,20,10,10,1,6,5,4,3,5,7,7,2,2,5,,5,5,5,4,,,5,4,10,25,25,15,15,20,0,0,
7863,21,2,-0.24,4,1,0,1,0,20,16,16,17,16,15,3,8,8,8,8,3,2,6,2,2,5,,5,7,6,6,4,5,6,6,10,25,25,15,15,20,0,0,
7864,21,1,0.12,4,1,0,1,0,15,25,20,10,10,20,6,6,6,6,6,6,6,5,2,2,5,,4,6,5,5,5,,6,5,10,25,25,15,15,20,0,0,
7865,21,2,0.31,4,0,0,0,0,20,20,20,20,10,10,4,8,8,2,7,2,5,5,2,2,5,,6,6,5,5,,,5,4,10,25,25,15,15,20,0,0,
7866,21,8,0.19,4,0,0,0,0,35,10,20,25,5,5,4,7,7,4,5,2,4,5,2,2,5,,6,6,7,5,5,,6,5,10,25,25,15,15,20,0,0,
7867,21,8,0.2,4,0,0,1,0,25,20,20,20,0,15,2,7,7,3,6,1,5,6,2,2,5,,5,5,5,4,5,5,5,4,10,25,25,15,15,20,0,0,
7868,21,8,0.12,4,0,0,1,0,40,10,20,10,0,20,1,10,8,1,8,1,5,7,2,2,5,,6,7,7,5,5,5,7,4,10,25,25,15,15,20,0,0,
7869,21,6,0.33,4,0,0,0,0,20,20,20,20,0,20,4,7,6,6,7,6,6,6,2,2,5,,4,5,5,4,,,4,4,10,25,25,15,15,20,0,0,
7870,21,8,0.34,4,0,0,0,0,30,3,30,30,3,4,4,7,6,3,6,2,5,3,2,2,5,,4,5,5,4,4,3,4,4,10,25,25,15,15,20,0,0,
7871,21,5,0.09,4,0,0,1,0,40,20,20,20,0,0,5,10,10,8,6,5,8,5,2,2,5,,5,7,5,4,4,4,5,5,10,25,25,15,15,20,0,0,
7872,21,3,0.62,4,0,0,1,0,70,0,15,15,0,0,4,6,5,4,,5,5,5,2,2,5,,5,7,5,5,3,6,6,4,10,25,25,15,15,20,0,0,
7873,21,3,0.35,1,1,0,1,0,15,30,20,20,10,5,5,10,10,5,5,1,3,3,2,2,8,,6,7,8,7,7,5,6,6,10,20,10,20,10,30,0,0,
7874,21,4,0.03,1,1,0,0,1,25,20,20,20,5,10,7,8,8,7,8,9,7,6,2,2,8,,6,8,7,7,8,5,5,5,10,20,10,20,10,30,0,0,
7875,21,4,0.32,1,0,0,0,0,25,25,25,13,12,0,4,10,9,5,,2,7,,2,2,8,,5,7,5,4,6,3,4,3,10,20,10,20,10,30,0,0,
7876,21,2,0.26,1,0,1,1,1,30,30,30,5,2,3,6,6,6,7,5,7,8,7,2,2,8,,7,8,8,9,8,8,8,6,10,20,10,20,10,30,0,0,
7877,21,1,0.11,1,0,0,1,0,23,14,19,16,10,18,,,,,,,,,,2,8,,8,8,9,9,7,8,8,5,10,20,10,20,10,30,0,0,
7878,21,7,-0.01,1,0,0,1,0,30,20,20,20,10,0,4,9,8,4,8,4,2,4,2,2,8,,9,8,7,8,8,7,8,5,10,20,10,20,10,30,0,0,
7879,21,0,0.1,1,1,0,1,0,20,5,25,25,5,20,4,7,6,4,4,2,5,4,2,2,8,,7,8,7,8,8,8,6,5,10,20,10,20,10,30,0,0,
7880,21,10,-0.58,1,0,0,1,0,50,0,10,30,0,10,5,6,5,5,5,3,5,5,2,2,8,,9,9,8,10,8,7,8,5,10,20,10,20,10,30,0,0,
7881,21,0,0.08,1,0,0,1,0,30,10,20,15,15,10,4,10,10,7,9,3,6,4,2,2,8,,8,8,8,9,9,7,7,4,10,20,10,20,10,30,0,0,
7882,21,2,0.38,1,0,0,1,0,20,15,20,20,15,10,5,6,6,7,5,5,6,5,2,2,8,,6,8,8,8,7,6,7,6,10,20,10,20,10,30,0,0,
7883,21,1,0.54,1,1,0,1,0,40,30,0,20,0,10,4,8,8,3,7,5,4,5,2,2,8,,6,7,7,6,8,6,6,5,10,20,10,20,10,30,0,0,
7884,21,1,0.01,1,1,0,1,0,25,15,20,20,10,10,1,7,8,2,3,4,1,8,2,2,8,,6,7,7,8,8,7,7,5,10,20,10,20,10,30,0,0,
7885,21,2,0.05,1,1,0,1,0,20,16,16,17,16,15,3,8,8,7,8,3,3,3,2,2,8,,6,7,7,8,7,6,7,5,10,20,10,20,10,30,0,0,
7886,21,1,0.18,1,1,1,1,1,15,25,20,10,10,20,7,8,7,7,7,7,7,6,2,2,8,,7,8,7,7,7,6,6,4,10,20,10,20,10,30,0,0,
7887,21,2,-0.2,1,0,0,1,0,20,20,20,20,10,10,5,8,8,7,8,2,6,5,2,2,8,,7,8,7,8,8,8,7,5,10,20,10,20,10,30,0,0,
7888,21,8,0.13,1,0,0,1,0,35,10,20,25,5,5,4,6,7,4,5,2,4,7,2,2,8,,7,8,8,7,7,9,8,6,10,20,10,20,10,30,0,0,
7889,21,8,0.1,1,0,0,0,0,25,20,20,20,0,15,3,8,8,5,6,4,6,5,2,2,8,,7,8,6,6,7,5,6,5,10,20,10,20,10,30,0,0,
7890,21,8,0.23,1,0,0,0,0,40,10,20,10,0,20,1,10,8,1,8,1,5,7,2,2,8,,7,7,8,6,7,5,7,5,10,20,10,20,10,30,0,0,
7891,21,6,0.29,1,0,0,1,0,20,20,20,20,0,20,4,7,7,7,7,6,4,4,2,2,8,,7,8,8,8,7,8,8,5,10,20,10,20,10,30,0,0,
7892,21,8,-0.2,1,0,0,0,0,30,3,30,30,3,4,4,7,6,3,6,2,5,3,2,2,8,,6,8,8,8,7,6,5,3,10,20,10,20,10,30,0,0,
7893,21,5,-0.32,1,0,0,0,0,40,20,20,20,0,0,4,9,9,7,7,6,7,5,2,2,8,,6,8,7,6,6,6,5,4,10,20,10,20,10,30,0,0,
7894,21,3,0.01,1,0,0,1,0,70,0,15,15,0,0,3,7,6,4,8,1,4,5,2,2,8,,8,8,7,7,7,7,8,5,10,20,10,20,10,30,0,0,
7895,21,3,-0.12,5,1,0,1,0,10,20,30,10,10,20,2,8,6,5,4,4,3,7,2,2,7,,7,10,10,10,10,8,7,5,30,30,20,20,0,0,,,
7896,21,1,0.17,5,0,0,0,0,25,25,25,12,3,10,6,9,10,8,6,5,7,4,2,2,7,,10,5,5,5,7,8,1,0,30,30,20,20,0,0,,,
7897,21,2,0.26,5,1,0,0,1,20,10,10,30,15,15,6,5,7,7,5,6,6,6,2,2,7,,5,10,10,8,10,5,5,1,30,30,20,20,0,0,,,
7898,21,25,0.22,5,0,0,0,0,20,20,20,20,5,15,5,8,8,5,8,4,5,5,2,2,7,,10,8,5,3,10,1,3,1,30,30,20,20,0,0,,,
7899,21,2,-0.05,5,0,0,0,0,20,20,20,20,5,15,4,7,7,4,4,4,6,4,2,2,7,,10,8,10,5,10,1,3,1,30,30,20,20,0,0,,,
7900,21,2,0.21,5,0,0,0,0,20,20,20,15,5,20,5,6,6,6,6,2,4,2,2,2,7,,5,10,10,8,10,5,5,1,30,30,20,20,0,0,,,
7901,21,2,0.65,5,0,0,0,1,20,20,20,15,10,15,4,8,10,7,7,10,8,5,2,2,7,,7,10,10,5,5,4,5,1,30,30,20,20,0,0,,,
7902,21,2,-0.33,5,1,0,1,0,58,5,8,10,7,12,6,7,8,7,8,6,6,7,2,2,7,,10,8,10,10,10,5,5,3,30,30,20,20,0,0,,,
7903,21,5,0.05,5,0,0,0,0,15,20,20,20,5,10,3,7,8,6,5,4,4,4,2,2,7,,5,5,5,5,5,1,1,1,30,30,20,20,0,0,,,
7904,21,2,-0.36,5,0,0,0,0,20,25,25,30,5,5,5,6,7,4,8,,3,6,2,2,7,,5,10,10,5,10,1,5,1,30,30,20,20,0,0,,,
7905,21,1,0.51,5,0,0,0,0,40,5,30,15,5,5,1,8,8,2,8,2,6,8,2,2,7,,5,8,8,3,8,1,4,1,30,30,20,20,0,0,,,
7906,21,3,-0.12,5,0,0,1,0,25,15,25,15,10,10,6,7,7,5,5,3,7,6,2,2,7,,5,10,10,5,10,5,5,1,30,30,20,20,0,0,,,
7907,21,1,0.36,5,0,0,0,0,10,30,20,15,15,10,6,8,8,8,8,6,7,6,2,2,7,,5,10,10,5,5,1,3,1,30,30,20,20,0,0,,,
7908,21,3,0.33,5,0,0,0,0,10,20,15,20,15,20,5,9,9,6,7,5,5,6,2,2,7,,5,5,5,1,10,1,1,1,30,30,20,20,0,0,,,
7909,21,2,-0.17,5,1,0,0,1,10,25,20,20,5,20,4,5,7,4,7,6,4,5,2,2,7,,5,10,5,1,1,1,4,1,30,30,20,20,0,0,,,
7910,21,0,-0.15,5,1,1,1,1,15,20,25,20,10,10,5,9,9,7,7,5,7,3,2,2,7,,5,10,10,10,10,3,4,1,30,30,20,20,0,0,,,
7911,21,1,0,5,0,0,0,0,10,15,30,20,15,10,6,9,9,5,8,7,5,6,2,2,7,,5,10,8,5,5,5,3,1,30,30,20,20,0,0,,,
7912,21,1,0.05,5,0,0,0,1,10,10,30,20,10,15,4,3,9,4,9,5,9,1,2,2,7,,5,10,10,10,10,5,5,1,30,30,20,20,0,0,,,
7913,21,1,0.18,5,0,0,0,0,50,20,10,5,10,5,4,8,9,3,8,2,4,3,2,2,7,,5,5,5,5,5,1,1,1,30,30,20,20,0,0,,,
7914,21,4,0.34,5,0,0,0,0,40,10,30,10,10,,1,5,8,1,8,1,1,1,2,2,7,,5,10,10,5,5,1,3,1,30,30,20,20,0,0,,,
7915,21,3,0.42,5,1,0,0,1,10,25,25,10,10,20,4,6,5,5,6,5,6,7,2,2,7,,5,10,10,5,10,8,3,3,30,30,20,20,0,0,,,
7916,21,3,0.35,5,1,0,0,1,20,20,10,15,5,30,6,7,8,7,7,5,6,6,2,2,7,,5,10,10,5,5,1,3,3,30,30,20,20,0,0,,,
7917,21,2,0.03,8,1,0,1,0,10,20,30,10,10,20,,,,,,,,,,1,6,,6,7,8,6,8,8,8,5,,,,,,,0,1,
7918,21,0,0.04,8,0,0,0,0,25,25,25,12,3,10,2,8,6,2,3,2,3,3,2,1,6,,6,7,7,7,5,5,6,5,,,,,,,0,1,
7919,21,3,-0.45,8,1,0,0,1,20,10,10,30,15,15,5,3,6,5,2,2,4,5,2,1,6,,7,6,7,6,5,8,7,5,,,,,,,0,1,
7920,21,26,-0.24,8,0,0,0,0,20,20,20,20,5,15,5,8,8,5,8,4,5,5,2,1,6,,7,7,7,6,5,4,5,5,,,,,,,0,1,
7921,21,3,0,8,0,0,0,0,20,20,20,20,5,15,3,9,8,2,5,2,2,2,2,1,6,,,,,,,,,,,,,,,,0,1,
7922,21,3,-0.04,8,0,0,1,0,20,20,20,15,5,20,4,9,6,3,4,2,3,2,2,1,6,,6,8,8,8,5,6,7,6,,,,,,,0,1,
7923,21,3,0.07,8,0,0,0,0,20,20,20,15,10,15,4,7,9,6,8,3,8,5,2,1,6,,6,6,5,6,4,2,5,5,,,,,,,0,1,
7924,21,1,-0.22,8,1,0,0,0,58,5,8,10,7,12,3,8,7,3,6,6,3,5,2,1,6,,7,4,7,3,5,3,4,1,,,,,,,0,1,
7925,21,4,0,8,0,0,0,0,15,20,20,20,5,10,5,8,7,5,6,3,8,3,2,1,6,,8,8,7,8,8,5,8,5,,,,,,,0,1,
7926,21,3,0,8,0,0,1,0,20,25,25,30,5,5,4,6,6,5,6,,4,4,2,1,6,,8,8,7,7,7,5,7,5,,,,,,,0,1,
7927,21,0,0.03,8,0,0,1,0,40,5,30,15,5,5,2,8,8,2,8,2,6,8,2,1,6,,7,8,7,7,8,9,8,5,,,,,,,0,1,
7928,21,2,-0.05,8,0,0,1,0,25,15,25,15,10,10,4,6,6,4,6,7,7,7,2,1,6,,7,7,7,7,7,7,8,5,,,,,,,0,1,
7929,21,0,-0.16,8,0,0,1,0,10,30,20,15,15,10,7,9,8,5,9,3,7,4,2,1,6,,7,7,7,6,6,5,6,5,,,,,,,0,1,
7930,21,4,0.19,8,0,0,1,0,10,20,15,20,15,20,2,9,9,3,9,3,5,3,2,1,6,,8,8,8,7,8,5,7,5,,,,,,,0,1,
7931,21,1,0.48,8,1,1,1,1,10,25,20,20,5,20,1,9,9,1,6,8,4,6,2,1,6,,6,8,9,7,8,9,8,5,,,,,,,0,1,
7932,21,1,-0.27,8,1,1,1,1,15,20,25,20,10,10,3,9,9,5,7,3,4,5,2,1,6,,7,9,8,8,6,5,8,5,,,,,,,0,1,
7933,21,2,0.13,8,0,0,0,0,10,15,30,20,15,10,6,9,8,4,9,6,6,4,2,1,6,,6,7,6,7,,5,6,2,,,,,,,0,1,
7934,21,0,-0.02,8,0,0,1,0,10,10,30,20,10,15,3,7,7,1,1,3,3,1,,1,6,,6,7,8,7,6,5,7,5,,,,,,,0,1,
7935,21,2,-0.16,8,0,0,1,0,50,20,10,5,10,5,4,7,8,3,8,2,4,3,2,1,6,,7,6,7,6,5,5,7,5,,,,,,,0,1,
7936,21,3,0.12,8,0,0,1,0,40,10,30,10,10,,1,5,8,1,9,1,1,1,2,1,6,,4,7,7,7,6,6,7,3,,,,,,,0,1,
7937,21,4,-0.15,8,1,1,1,1,10,25,25,10,10,20,5,7,5,4,5,4,6,7,2,1,6,,6,8,9,8,8,8,8,6,,,,,,,0,1,
7938,21,4,0.03,8,1,0,1,0,20,20,10,15,5,30,6,8,7,7,8,5,5,5,2,1,6,,7,8,8,7,8,9,7,6,,,,,,,0,1,
7939,21,2,0.37,1,0,0,0,0,10,20,30,10,10,20,2,2,2,2,3,2,0,0,2,2,5,,6,,7,5,5,6,5,5,25,15,20,20,10,10,,,
7940,21,0,0.69,1,0,1,1,1,25,25,25,12,3,10,9,10,8,9,7,8,9,9,1,2,5,,9,9,10,9,9,7,10,10,25,15,20,20,10,10,,,
7941,21,3,0.6,1,0,0,0,1,20,10,10,30,15,15,6,4,7,6,6,6,6,5,2,2,5,,6,8,8,5,,5,6,5,25,15,20,20,10,10,,,
7942,21,26,0.35,1,1,0,1,0,20,20,20,20,5,15,8,6,8,6,8,4,6,5,2,2,5,,8,7,8,8,,,7,6,25,15,20,20,10,10,,,
7943,21,3,0.12,1,1,1,1,1,20,20,20,20,5,15,6,6,6,6,6,4,5,5,2,2,5,,7,8,8,8,6,5,7,7,25,15,20,20,10,10,,,
7944,21,3,0.24,1,1,0,0,1,20,20,20,15,5,20,8,9,9,6,5,5,7,6,2,2,5,,5,7,7,6,9,3,5,5,25,15,20,20,10,10,,,
7945,21,3,0.6,1,1,0,0,0,20,20,20,15,10,15,4,5,7,5,6,3,4,3,2,2,5,,7,7,6,6,,4,6,5,25,15,20,20,10,10,,,
7946,21,1,0.03,1,0,0,0,0,58,5,8,10,7,12,6,7,7,7,6,8,6,6,2,2,5,,7,8,5,5,,,3,2,25,15,20,20,10,10,,,
7947,21,4,0.3,1,0,0,0,0,15,20,20,20,5,10,,,,,,,,,,2,5,,,,,,,,,,25,15,20,20,10,10,,,
7948,21,3,-0.06,1,1,0,1,0,20,25,25,30,5,5,6,6,7,6,6,,6,4,2,2,5,,8,8,7,7,,4,8,7,25,15,20,20,10,10,,,
7949,21,0,0.59,1,1,0,1,0,40,5,30,15,5,5,4,5,5,2,1,4,6,8,2,2,5,,8,7,8,8,,,7,6,25,15,20,20,10,10,,,
7950,21,2,-0.11,1,0,0,0,0,25,15,25,15,10,10,6,5,5,6,6,3,4,2,2,2,5,,7,7,7,6,7,,7,5,25,15,20,20,10,10,,,
7951,21,0,0.55,1,1,0,0,0,10,30,20,15,15,10,8,7,8,8,8,5,8,4,2,2,5,,7,7,7,6,,,7,5,25,15,20,20,10,10,,,
7952,21,4,0.12,1,1,0,0,1,10,20,15,20,15,20,5,8,9,7,8,7,8,6,2,2,5,,6,9,9,8,10,4,7,4,25,15,20,20,10,10,,,
7953,21,1,0.28,1,0,0,0,1,10,25,20,20,5,20,7,5,7,5,7,5,5,3,1,2,5,,5,8,7,5,,,6,7,25,15,20,20,10,10,,,
7954,21,1,0.21,1,0,0,0,1,15,20,25,20,10,10,5,8,7,7,6,5,4,2,2,2,5,,8,,8,8,,7,8,7,25,15,20,20,10,10,,,
7955,21,2,0.11,1,1,0,0,0,10,15,30,20,15,10,6,7,7,4,8,6,5,4,2,2,5,,6,,5,5,,4,5,5,25,15,20,20,10,10,,,
7956,21,0,0.35,1,0,0,0,0,10,10,30,20,10,15,6,7,6,2,5,2,3,1,,2,5,,5,7,7,7,6,5,7,7,25,15,20,20,10,10,,,
7957,21,2,0.34,1,0,0,0,0,50,20,10,5,10,5,3,3,5,3,6,2,3,2,2,2,5,,6,8,8,7,7,4,6,5,25,15,20,20,10,10,,,
7958,21,3,0.18,1,0,0,0,0,40,10,30,10,10,,3,2,2,3,2,1,2,2,2,2,5,,6,8,7,8,,,7,5,25,15,20,20,10,10,,,
7959,21,4,0.78,1,0,0,0,0,10,25,25,10,10,20,7,6,5,5,5,4,5,4,2,2,5,,4,10,9,7,6,4,7,6,25,15,20,20,10,10,,,
7960,21,4,0.32,1,0,0,0,0,20,20,10,15,5,30,5,7,5,4,6,3,4,3,2,2,5,,4,10,9,5,,2,7,,25,15,20,20,10,10,,,
7961,21,4,0.11,1,0,0,1,0,10,20,30,10,10,20,8,5,7,6,7,3,5,2,2,3,9,,6,5,4,6,6,6,6,6,40,10,20,10,5,15,,,
7962,21,2,0.5,1,0,0,1,0,25,25,25,12,3,10,6,7,9,4,4,,5,5,2,3,9,,8,9,8,9,8,9,8,8,40,10,20,10,5,15,,,
7963,21,1,0.28,1,0,1,1,1,20,10,10,30,15,15,5,5,8,7,6,6,7,7,1,3,9,,8,9,8,8,9,7,8,7,40,10,20,10,5,15,,,
7964,21,24,0.23,1,0,0,1,0,20,20,20,20,5,15,6,7,8,5,8,4,5,6,2,3,9,,7,7,6,7,8,7,7,7,40,10,20,10,5,15,,,
7965,21,1,-0.11,1,0,0,1,0,20,20,20,20,5,15,4,6,6,5,5,5,5,5,2,3,9,,8,8,9,8,8,8,8,6,40,10,20,10,5,15,,,
7966,21,1,0.06,1,0,0,1,0,20,20,20,15,5,20,8,9,7,6,6,4,6,4,2,3,9,,7,7,8,7,8,7,8,8,40,10,20,10,5,15,,,
7967,21,1,0.26,1,0,0,1,0,20,20,20,15,10,15,4,5,6,7,6,,6,4,2,3,9,,7,8,7,7,8,7,8,8,40,10,20,10,5,15,,,
7968,21,3,0.12,1,0,0,1,0,58,5,8,10,7,12,5,8,7,5,6,6,4,5,2,3,9,,7,8,8,8,7,8,9,8,40,10,20,10,5,15,,,
7969,21,6,-0.01,1,0,0,1,0,15,20,20,20,5,10,3,4,5,6,5,4,4,4,2,3,9,,7,7,7,7,7,7,7,7,40,10,20,10,5,15,,,
7970,21,1,-0.23,1,0,0,1,0,20,25,25,30,5,5,5,5,6,4,6,,4,5,2,3,9,,8,9,8,9,9,8,8,8,40,10,20,10,5,15,,,
7971,21,2,0.13,1,0,0,1,0,40,5,30,15,5,5,6,7,7,6,7,2,6,8,2,3,9,,7,8,7,6,6,6,7,7,40,10,20,10,5,15,,,
7972,21,4,-0.09,1,1,0,1,0,25,15,25,15,10,10,5,6,8,4,6,4,4,4,2,3,9,,7,8,7,8,7,8,8,7,40,10,20,10,5,15,,,
7973,21,2,0.25,1,0,1,1,1,10,30,20,15,15,10,7,7,8,8,8,7,8,6,2,3,9,,9,9,8,9,9,9,7,8,40,10,20,10,5,15,,,
7974,21,2,0.14,1,0,0,1,0,10,20,15,20,15,20,6,9,8,6,8,5,6,6,2,3,9,,7,8,8,8,7,8,6,7,40,10,20,10,5,15,,,
7975,21,3,0.14,1,0,0,0,1,10,25,20,20,5,20,7,6,7,5,7,6,6,5,,3,9,,5,5,5,5,5,4,5,5,40,10,20,10,5,15,,,
7976,21,1,-0.17,1,0,1,1,1,15,20,25,20,10,10,5,7,8,7,8,6,5,5,2,3,9,,9,8,9,9,9,8,8,7,40,10,20,10,5,15,,,
7977,21,0,-0.4,1,0,0,0,0,10,15,30,20,15,10,7,8,8,7,9,6,6,5,2,3,9,,5,5,7,5,5,4,5,3,40,10,20,10,5,15,,,
7978,21,2,0.36,1,0,1,1,1,10,10,30,20,10,15,6,5,3,7,8,8,5,2,,3,9,,7,8,7,8,7,8,8,7,40,10,20,10,5,15,,,
7979,21,0,0.38,1,1,0,0,0,50,20,10,5,10,5,4,6,8,3,5,2,3,2,2,3,9,,5,6,5,7,5,6,6,7,40,10,20,10,5,15,,,
7980,21,5,0.11,1,0,0,1,0,40,10,30,10,10,,2,2,1,2,2,1,1,1,2,3,9,,7,6,7,6,7,7,7,7,40,10,20,10,5,15,,,
7981,21,2,0.43,1,0,1,1,1,10,25,25,10,10,20,4,6,4,5,4,,5,5,2,3,9,,6,6,6,6,6,6,6,6,40,10,20,10,5,15,,,
7982,21,2,0.26,1,0,1,1,1,20,20,10,15,5,30,7,8,8,9,8,8,8,6,1,3,9,,6,6,6,7,5,7,8,7,40,10,20,10,5,15,,,
7983,21,5,0.39,5,0,1,1,1,10,20,30,10,10,20,3,7,6,6,5,4,5,4,2,1,6,,6,8,8,6,7,6,7,5,20,15,20,15,10,20,,,
7984,21,3,0.24,5,0,0,1,0,25,25,25,12,3,10,8,7,6,7,6,6,7,5,2,1,6,,8,7,7,8,6,6,6,6,20,15,20,15,10,20,,,
7985,21,0,0.24,5,0,1,1,1,20,10,10,30,15,15,6,4,6,6,5,5,6,6,2,1,6,,7,7,8,7,6,6,6,6,20,15,20,15,10,20,,,
7986,21,23,0.46,5,1,0,1,0,20,20,20,20,5,15,5,8,9,5,8,4,5,6,2,1,6,,8,8,8,7,8,6,8,7,20,15,20,15,10,20,,,
7987,21,0,0.52,5,1,1,1,1,20,20,20,20,5,15,6,6,6,6,6,6,5,5,2,1,6,,8,8,7,7,7,7,8,7,20,15,20,15,10,20,,,
7988,21,0,0.38,5,1,0,0,1,20,20,20,15,5,20,9,8,7,8,3,3,6,4,2,1,6,,6,8,7,6,9,6,6,6,20,15,20,15,10,20,,,
7989,21,0,-0.19,5,1,1,1,1,20,20,20,15,10,15,7,6,8,8,8,7,7,6,2,1,6,,9,8,8,8,7,8,9,8,20,15,20,15,10,20,,,
7990,21,4,0.46,5,0,1,1,1,58,5,8,10,7,12,10,10,10,9,5,6,8,10,1,1,6,,9,7,9,8,8,6,10,10,20,15,20,15,10,20,,,
7991,21,7,0.18,5,0,0,1,0,15,20,20,20,5,10,2,4,8,6,8,5,5,3,2,1,6,,8,8,8,7,7,7,8,8,20,15,20,15,10,20,,,
7992,21,0,0.61,5,1,1,1,1,20,25,25,30,5,5,6,7,7,7,,5,7,7,2,1,6,,8,7,8,7,6,7,8,7,20,15,20,15,10,20,,,
7993,21,3,-0.04,5,1,0,1,0,40,5,30,15,5,5,4,4,8,4,8,4,6,8,2,1,6,,7,8,7,6,7,6,6,7,20,15,20,15,10,20,,,
7994,21,5,0.15,5,0,0,0,1,25,15,25,15,10,10,5,6,6,4,6,5,5,5,2,1,6,,5,6,7,5,8,5,5,5,20,15,20,15,10,20,,,
7995,21,3,-0.18,5,1,1,1,1,10,30,20,15,15,10,8,8,9,9,9,6,8,5,2,1,6,,6,7,7,5,7,5,6,7,20,15,20,15,10,20,,,
7996,21,1,0.46,5,1,0,1,0,10,20,15,20,15,20,8,9,9,8,6,3,7,6,2,1,6,,7,7,7,7,6,6,7,5,20,15,20,15,10,20,,,
7997,21,4,0.52,5,0,0,0,1,10,25,20,20,5,20,2,3,10,4,7,8,5,3,2,1,6,,6,5,6,7,6,4,5,3,20,15,20,15,10,20,,,
7998,21,2,0.3,5,0,1,1,1,15,20,25,20,10,10,7,9,8,9,7,7,8,3,2,1,6,,7,8,7,7,6,6,7,6,20,15,20,15,10,20,,,
7999,21,1,0.26,5,1,0,0,1,10,15,30,20,15,10,7,5,9,9,8,7,7,5,2,1,6,,6,8,6,7,6,6,6,5,20,15,20,15,10,20,,,
8000,21,3,0.62,5,0,0,0,1,10,10,30,20,10,15,6,3,9,5,9,5,7,1,2,1,6,,5,7,5,7,6,5,5,3,20,15,20,15,10,20,,,
8001,21,1,0.35,5,0,0,0,0,50,20,10,5,10,5,7,7,9,7,8,4,6,3,2,1,6,,5,7,6,6,7,4,5,3,20,15,20,15,10,20,,,
8002,21,6,-0.43,5,0,0,0,0,40,10,30,10,10,,2,2,7,1,8,1,1,1,2,1,6,,6,8,7,6,8,5,6,4,20,15,20,15,10,20,,,
8003,21,1,0.23,5,0,0,0,1,10,25,25,10,10,20,6,5,5,5,,,5,5,2,1,6,,,,,,,,,,20,15,20,15,10,20,,,
8004,21,1,0.11,5,0,0,0,1,20,20,10,15,5,30,8,8,9,9,7,8,8,5,2,1,6,,,,,,,,,,20,15,20,15,10,20,,,
8005,21,1,0.84,1,0,0,0,1,10,20,30,10,10,20,5,5,5,5,5,5,5,0,2,1,8,,6,7,6,4,8,3,6,4,70,5,5,5,10,5,,,
8006,21,3,0.36,1,0,1,1,1,25,25,25,12,3,10,9,7,9,9,7,8,8,8,2,1,8,,10,8,9,9,9,9,9,5,70,5,5,5,10,5,,,
8007,21,6,0.52,1,0,0,0,0,20,10,10,30,15,15,7,6,6,7,6,5,7,6,2,1,8,,9,7,8,4,8,3,4,3,70,5,5,5,10,5,,,
8008,21,29,0.54,1,1,0,0,0,20,20,20,20,5,15,5,7,8,4,8,4,4,7,2,1,8,,9,5,7,4,6,3,6,2,70,5,5,5,10,5,,,
8009,21,6,0.66,1,1,0,0,0,20,20,20,20,5,15,4,5,5,5,5,5,5,5,2,1,8,,8,3,6,7,6,3,4,2,70,5,5,5,10,5,,,
8010,21,6,0.55,1,1,0,0,1,20,20,20,15,5,20,10,10,7,8,5,5,8,5,2,1,8,,2,5,4,1,4,2,1,3,70,5,5,5,10,5,,,
8011,21,6,0.32,1,1,0,0,0,20,20,20,15,10,15,7,5,6,8,7,,5,6,2,1,8,,8,6,6,8,7,3,5,3,70,5,5,5,10,5,,,
8012,21,2,0.44,1,0,1,1,1,58,5,8,10,7,12,8,8,8,8,8,7,7,7,2,1,8,,10,8,9,9,9,7,9,6,70,5,5,5,10,5,,,
8013,21,1,0.32,1,0,0,0,0,15,20,20,20,5,10,,,,,,,,,,1,8,,,,,,,,,,70,5,5,5,10,5,,,
8014,21,6,0.61,1,1,0,0,1,20,25,25,30,5,5,7,7,7,7,6,,7,6,2,1,8,,8,7,7,7,6,4,6,4,70,5,5,5,10,5,,,
8015,21,3,0.33,1,1,0,0,0,40,5,30,15,5,5,8,6,6,,,,6,8,2,1,8,,8,7,9,6,4,3,3,4,70,5,5,5,10,5,,,
8016,21,1,0.41,1,0,0,0,0,25,15,25,15,10,10,,,,,,,,,,1,8,,4,8,7,5,6,6,2,2,70,5,5,5,10,5,,,
8017,21,3,-0.04,1,1,0,0,1,10,30,20,15,15,10,8,8,8,8,8,6,7,6,2,1,8,,7,8,8,7,8,4,6,4,70,5,5,5,10,5,,,
8018,21,7,0.57,1,1,0,0,0,10,20,15,20,15,20,5,6,5,5,7,4,5,4,2,1,8,,7,8,9,7,8,5,7,6,70,5,5,5,10,5,,,
8019,21,2,0.49,1,0,0,0,1,10,25,20,20,5,20,6,7,7,7,9,6,7,6,2,1,8,,4,8,7,6,6,3,3,5,70,5,5,5,10,5,,,
8020,21,4,0.51,1,0,1,1,1,15,20,25,20,10,10,7,8,7,7,7,5,5,3,2,1,8,,8,8,9,9,8,7,8,6,70,5,5,5,10,5,,,
8021,21,5,0.52,1,1,0,0,0,10,15,30,20,15,10,7,7,7,6,7,6,6,6,2,1,8,,5,8,6,6,7,3,3,4,70,5,5,5,10,5,,,
